crop_name,adm_id,date,ndvi
wheat,CN012,20010226,0.159
wheat,CN044,20010226,0.468
wheat,CN035,20010226,0.505
wheat,CN023,20010226,0.166
wheat,CN041,20010226,0.371
wheat,CN046,20010226,0.59
wheat,CN061,20010306,0.362
wheat,CN031,20010306,0.437
wheat,CN050,20010306,0.349
wheat,CN033,20010306,0.439
wheat,CN036,20010306,0.439
wheat,CN053,20010306,0.479
wheat,CN037,20010306,0.274
wheat,CN021,20010306,0.187
wheat,CN054,20010306,0.114
wheat,CN062,20010306,0.121
wheat,CN063,20010306,0.118
wheat,CN011,20010306,0.149
wheat,CN015,20010306,0.168
wheat,CN042,20010306,0.437
wheat,CN034,20010306,0.442
wheat,CN052,20010306,0.438
wheat,CN064,20010306,0.101
wheat,CN032,20010306,0.414
wheat,CN065,20010306,0.13
wheat,CN014,20010306,0.252
wheat,CN043,20010306,0.409
wheat,CN051,20010306,0.45
wheat,CN045,20010306,0.469
wheat,CN022,20010306,0.173
wheat,CN071,20010306,0.514
wheat,CN013,20010306,0.215
wheat,CN012,20010306,0.158
wheat,CN044,20010306,0.478
wheat,CN035,20010306,0.547
wheat,CN023,20010306,0.177
wheat,CN041,20010306,0.394
wheat,CN046,20010306,0.571
wheat,CN061,20010314,0.398
wheat,CN031,20010314,0.406
wheat,CN050,20010314,0.417
wheat,CN033,20010314,0.422
wheat,CN036,20010314,0.427
wheat,CN053,20010314,0.479
wheat,CN037,20010314,0.285
wheat,CN021,20010314,0.195
wheat,CN054,20010314,0.113
wheat,CN062,20010314,0.126
wheat,CN063,20010314,0.12
wheat,CN011,20010314,0.16
wheat,CN015,20010314,0.173
wheat,CN042,20010314,0.471
wheat,CN034,20010314,0.477
wheat,CN052,20010314,0.453
wheat,CN064,20010314,0.107
wheat,CN032,20010314,0.418
wheat,CN065,20010314,0.127
wheat,CN014,20010314,0.26
wheat,CN043,20010314,0.432
wheat,CN051,20010314,0.479
wheat,CN045,20010314,0.489
wheat,CN022,20010314,0.184
wheat,CN071,20010314,0.53
wheat,CN013,20010314,0.233
wheat,CN012,20010314,0.175
wheat,CN044,20010314,0.49
wheat,CN035,20010314,0.485
wheat,CN023,20010314,0.198
wheat,CN041,20010314,0.488
wheat,CN046,20010314,0.616
wheat,CN061,20010322,0.441
wheat,CN031,20010322,0.482
wheat,CN050,20010322,0.413
wheat,CN033,20010322,0.444
wheat,CN036,20010322,0.479
wheat,CN053,20010322,0.483
wheat,CN037,20010322,0.365
wheat,CN021,20010322,0.193
wheat,CN054,20010322,0.113
wheat,CN062,20010322,0.133
wheat,CN063,20010322,0.117
wheat,CN011,20010322,0.182
wheat,CN015,20010322,0.172
wheat,CN042,20010322,0.426
wheat,CN034,20010322,0.471
wheat,CN052,20010322,0.443
wheat,CN064,20010322,0.103
wheat,CN032,20010322,0.454
wheat,CN065,20010322,0.127
wheat,CN014,20010322,0.318
wheat,CN043,20010322,0.434
wheat,CN051,20010322,0.49
wheat,CN045,20010322,0.522
wheat,CN022,20010322,0.183
wheat,CN071,20010322,0.54
wheat,CN013,20010322,0.298
wheat,CN012,20010322,0.194
wheat,CN044,20010322,0.495
wheat,CN035,20010322,0.57
wheat,CN023,20010322,0.198
wheat,CN041,20010322,0.521
wheat,CN046,20010322,0.616
wheat,CN061,20010330,0.465
wheat,CN031,20010330,0.493
wheat,CN050,20010330,0.439
wheat,CN033,20010330,0.448
wheat,CN036,20010330,0.449
wheat,CN053,20010330,0.462
wheat,CN037,20010330,0.392
wheat,CN021,20010330,0.192
wheat,CN054,20010330,0.112
wheat,CN062,20010330,0.14
wheat,CN063,20010330,0.119
wheat,CN011,20010330,0.205
wheat,CN015,20010330,0.187
wheat,CN042,20010330,0.492
wheat,CN034,20010330,0.516
wheat,CN052,20010330,0.532
wheat,CN064,20010330,0.103
wheat,CN032,20010330,0.477
wheat,CN065,20010330,0.148
wheat,CN014,20010330,0.285
wheat,CN043,20010330,0.454
wheat,CN051,20010330,0.549
wheat,CN045,20010330,0.538
wheat,CN022,20010330,0.184
wheat,CN071,20010330,0.543
wheat,CN013,20010330,0.343
wheat,CN012,20010330,0.22
wheat,CN044,20010330,0.557
wheat,CN035,20010330,0.569
wheat,CN023,20010330,0.222
wheat,CN041,20010330,0.539
wheat,CN046,20010330,0.649
wheat,CN061,20010407,0.446
wheat,CN031,20010407,0.502
wheat,CN050,20010407,0.407
wheat,CN033,20010407,0.472
wheat,CN036,20010407,0.416
wheat,CN053,20010407,0.438
wheat,CN037,20010407,0.444
wheat,CN021,20010407,0.196
wheat,CN054,20010407,0.115
wheat,CN062,20010407,0.137
wheat,CN063,20010407,0.116
wheat,CN011,20010407,0.27
wheat,CN015,20010407,0.189
wheat,CN042,20010407,0.496
wheat,CN034,20010407,0.532
wheat,CN052,20010407,0.498
wheat,CN064,20010407,0.107
wheat,CN032,20010407,0.494
wheat,CN065,20010407,0.152
wheat,CN014,20010407,0.329
wheat,CN043,20010407,0.421
wheat,CN051,20010407,0.382
wheat,CN045,20010407,0.456
wheat,CN022,20010407,0.182
wheat,CN071,20010407,0.448
wheat,CN013,20010407,0.404
wheat,CN012,20010407,0.283
wheat,CN044,20010407,0.499
wheat,CN035,20010407,0.556
wheat,CN023,20010407,0.227
wheat,CN041,20010407,0.585
wheat,CN046,20010407,0.616
wheat,CN061,20010415,0.479
wheat,CN031,20010415,0.529
wheat,CN050,20010415,0.461
wheat,CN033,20010415,0.494
wheat,CN036,20010415,0.467
wheat,CN053,20010415,0.438
wheat,CN037,20010415,0.471
wheat,CN021,20010415,0.197
wheat,CN054,20010415,0.117
wheat,CN062,20010415,0.143
wheat,CN063,20010415,0.111
wheat,CN011,20010415,0.282
wheat,CN015,20010415,0.188
wheat,CN042,20010415,0.478
wheat,CN034,20010415,0.536
wheat,CN052,20010415,0.459
wheat,CN064,20010415,0.113
wheat,CN032,20010415,0.539
wheat,CN065,20010415,0.182
wheat,CN014,20010415,0.332
wheat,CN043,20010415,0.463
wheat,CN051,20010415,0.459
wheat,CN045,20010415,0.624
wheat,CN022,20010415,0.183
wheat,CN071,20010415,0.631
wheat,CN013,20010415,0.398
wheat,CN012,20010415,0.296
wheat,CN044,20010415,0.551
wheat,CN035,20010415,0.525
wheat,CN023,20010415,0.229
wheat,CN041,20010415,0.574
wheat,CN046,20010415,0.636
wheat,CN061,20010423,0.133
wheat,CN031,20010423,0.557
wheat,CN050,20010423,0.466
wheat,CN033,20010423,0.522
wheat,CN036,20010423,0.461
wheat,CN053,20010423,0.422
wheat,CN037,20010423,0.5
wheat,CN021,20010423,0.196
wheat,CN054,20010423,0.119
wheat,CN062,20010423,0.113
wheat,CN063,20010423,0.116
wheat,CN011,20010423,0.311
wheat,CN015,20010423,0.197
wheat,CN042,20010423,0.493
wheat,CN034,20010423,0.546
wheat,CN052,20010423,0.5
wheat,CN064,20010423,0.121
wheat,CN032,20010423,0.563
wheat,CN065,20010423,0.201
wheat,CN014,20010423,0.38
wheat,CN043,20010423,0.456
wheat,CN051,20010423,0.488
wheat,CN045,20010423,0.573
wheat,CN022,20010423,0.18
wheat,CN071,20010423,0.604
wheat,CN013,20010423,0.422
wheat,CN012,20010423,0.352
wheat,CN044,20010423,0.608
wheat,CN035,20010423,0.587
wheat,CN023,20010423,0.233
wheat,CN041,20010423,0.579
wheat,CN046,20010423,0.615
wheat,CN061,20010501,0.453
wheat,CN031,20010501,0.515
wheat,CN050,20010501,0.46
wheat,CN033,20010501,0.499
wheat,CN036,20010501,0.47
wheat,CN053,20010501,0.416
wheat,CN037,20010501,0.481
wheat,CN021,20010501,0.226
wheat,CN054,20010501,0.126
wheat,CN062,20010501,0.176
wheat,CN063,20010501,0.125
wheat,CN011,20010501,0.4
wheat,CN015,20010501,0.197
wheat,CN042,20010501,0.458
wheat,CN034,20010501,0.549
wheat,CN052,20010501,0.538
wheat,CN064,20010501,0.161
wheat,CN032,20010501,0.541
wheat,CN065,20010501,0.233
wheat,CN014,20010501,0.351
wheat,CN043,20010501,0.463
wheat,CN051,20010501,0.429
wheat,CN045,20010501,0.608
wheat,CN022,20010501,0.195
wheat,CN071,20010501,0.667
wheat,CN013,20010501,0.394
wheat,CN012,20010501,0.37
wheat,CN044,20010501,0.592
wheat,CN035,20010501,0.614
wheat,CN023,20010501,0.255
wheat,CN041,20010501,0.539
wheat,CN046,20010501,0.635
wheat,CN061,20010509,0.49
wheat,CN031,20010509,0.454
wheat,CN050,20010509,0.503
wheat,CN033,20010509,0.527
wheat,CN036,20010509,0.494
wheat,CN053,20010509,0.456
wheat,CN037,20010509,0.487
wheat,CN021,20010509,0.235
wheat,CN054,20010509,0.135
wheat,CN062,20010509,0.218
wheat,CN063,20010509,0.141
wheat,CN011,20010509,0.374
wheat,CN015,20010509,0.212
wheat,CN042,20010509,0.413
wheat,CN034,20010509,0.5
wheat,CN052,20010509,0.587
wheat,CN064,20010509,0.196
wheat,CN032,20010509,0.513
wheat,CN065,20010509,0.249
wheat,CN014,20010509,0.353
wheat,CN043,20010509,0.513
wheat,CN051,20010509,0.378
wheat,CN045,20010509,0.623
wheat,CN022,20010509,0.207
wheat,CN071,20010509,0.622
wheat,CN013,20010509,0.414
wheat,CN012,20010509,0.379
wheat,CN044,20010509,0.625
wheat,CN035,20010509,0.675
wheat,CN023,20010509,0.28
wheat,CN041,20010509,0.522
wheat,CN046,20010509,0.61
wheat,CN061,20010517,0.424
wheat,CN031,20010517,0.392
wheat,CN050,20010517,0.531
wheat,CN033,20010517,0.514
wheat,CN036,20010517,0.558
wheat,CN053,20010517,0.424
wheat,CN037,20010517,0.467
wheat,CN021,20010517,0.241
wheat,CN054,20010517,0.159
wheat,CN062,20010517,0.246
wheat,CN063,20010517,0.159
wheat,CN011,20010517,0.355
wheat,CN015,20010517,0.24
wheat,CN042,20010517,0.334
wheat,CN034,20010517,0.411
wheat,CN052,20010517,0.584
wheat,CN064,20010517,0.219
wheat,CN032,20010517,0.433
wheat,CN065,20010517,0.279
wheat,CN014,20010517,0.321
wheat,CN043,20010517,0.526
wheat,CN051,20010517,0.378
wheat,CN045,20010517,0.656
wheat,CN022,20010517,0.214
wheat,CN071,20010517,0.725
wheat,CN013,20010517,0.387
wheat,CN012,20010517,0.358
wheat,CN044,20010517,0.64
wheat,CN035,20010517,0.674
wheat,CN023,20010517,0.376
wheat,CN041,20010517,0.442
wheat,CN046,20010517,0.708
wheat,CN061,20010525,0.356
wheat,CN031,20010525,0.344
wheat,CN050,20010525,0.572
wheat,CN033,20010525,0.578
wheat,CN036,20010525,0.651
wheat,CN053,20010525,0.432
wheat,CN037,20010525,0.377
wheat,CN021,20010525,0.268
wheat,CN054,20010525,0.212
wheat,CN062,20010525,0.279
wheat,CN063,20010525,0.199
wheat,CN011,20010525,0.362
wheat,CN015,20010525,0.292
wheat,CN042,20010525,0.368
wheat,CN034,20010525,0.317
wheat,CN052,20010525,0.627
wheat,CN064,20010525,0.247
wheat,CN032,20010525,0.357
wheat,CN065,20010525,0.307
wheat,CN014,20010525,0.292
wheat,CN043,20010525,0.553
wheat,CN051,20010525,0.399
wheat,CN045,20010525,0.721
wheat,CN022,20010525,0.232
wheat,CN071,20010525,0.635
wheat,CN013,20010525,0.345
wheat,CN012,20010525,0.344
wheat,CN044,20010525,0.69
wheat,CN035,20010525,0.651
wheat,CN023,20010525,0.418
wheat,CN041,20010525,0.33
wheat,CN046,20010525,0.764
wheat,CN061,20010602,0.304
wheat,CN050,20010602,0.596
wheat,CN033,20010602,0.649
wheat,CN036,20010602,0.604
wheat,CN053,20010602,0.53
wheat,CN037,20010602,0.307
wheat,CN021,20010602,0.273
wheat,CN054,20010602,0.214
wheat,CN062,20010602,0.299
wheat,CN063,20010602,0.215
wheat,CN011,20010602,0.344
wheat,CN015,20010602,0.318
wheat,CN042,20010602,0.337
wheat,CN034,20010602,0.286
wheat,CN052,20010602,0.61
wheat,CN064,20010602,0.262
wheat,CN032,20010602,0.313
wheat,CN065,20010602,0.33
wheat,CN014,20010602,0.255
wheat,CN043,20010602,0.645
wheat,CN051,20010602,0.551
wheat,CN045,20010602,0.719
wheat,CN022,20010602,0.242
wheat,CN071,20010602,0.684
wheat,CN013,20010602,0.301
wheat,CN012,20010602,0.32
wheat,CN044,20010602,0.68
wheat,CN035,20010602,0.676
wheat,CN023,20010602,0.464
wheat,CN041,20010602,0.288
wheat,CN046,20010602,0.719
wheat,CN061,20010610,0.293
wheat,CN031,20010610,0.331
wheat,CN050,20010610,0.638
wheat,CN033,20010610,0.595
wheat,CN036,20010610,0.599
wheat,CN053,20010610,0.543
wheat,CN037,20010610,0.288
wheat,CN021,20010610,0.289
wheat,CN054,20010610,0.245
wheat,CN062,20010610,0.314
wheat,CN063,20010610,0.257
wheat,CN015,20010610,0.352
wheat,CN042,20010610,0.428
wheat,CN034,20010610,0.311
wheat,CN052,20010610,0.656
wheat,CN064,20010610,0.287
wheat,CN032,20010610,0.315
wheat,CN065,20010610,0.363
wheat,CN014,20010610,0.261
wheat,CN043,20010610,0.612
wheat,CN051,20010610,0.541
wheat,CN045,20010610,0.723
wheat,CN022,20010610,0.262
wheat,CN071,20010610,0.614
wheat,CN013,20010610,0.267
wheat,CN012,20010610,0.346
wheat,CN044,20010610,0.692
wheat,CN035,20010610,0.68
wheat,CN023,20010610,0.494
wheat,CN041,20010610,0.287
wheat,CN046,20010610,0.7
wheat,CN061,20010618,0.293
wheat,CN031,20010618,0.331
wheat,CN050,20010618,0.638
wheat,CN033,20010618,0.595
wheat,CN036,20010618,0.599
wheat,CN053,20010618,0.543
wheat,CN037,20010618,0.288
wheat,CN021,20010618,0.289
wheat,CN054,20010618,0.245
wheat,CN062,20010618,0.314
wheat,CN063,20010618,0.257
wheat,CN015,20010618,0.352
wheat,CN042,20010618,0.428
wheat,CN034,20010618,0.311
wheat,CN052,20010618,0.656
wheat,CN064,20010618,0.287
wheat,CN032,20010618,0.315
wheat,CN065,20010618,0.363
wheat,CN014,20010618,0.261
wheat,CN043,20010618,0.612
wheat,CN051,20010618,0.541
wheat,CN045,20010618,0.723
wheat,CN022,20010618,0.262
wheat,CN071,20010618,0.614
wheat,CN013,20010618,0.267
wheat,CN012,20010618,0.346
wheat,CN044,20010618,0.692
wheat,CN035,20010618,0.68
wheat,CN023,20010618,0.494
wheat,CN041,20010618,0.287
wheat,CN046,20010618,0.7
wheat,CN061,20010704,0.332
wheat,CN031,20010704,0.527
wheat,CN050,20010704,0.751
wheat,CN033,20010704,0.623
wheat,CN036,20010704,0.647
wheat,CN053,20010704,0.686
wheat,CN037,20010704,0.461
wheat,CN021,20010704,0.603
wheat,CN054,20010704,0.306
wheat,CN062,20010704,0.313
wheat,CN063,20010704,0.361
wheat,CN011,20010704,0.447
wheat,CN015,20010704,0.46
wheat,CN042,20010704,0.662
wheat,CN034,20010704,0.461
wheat,CN052,20010704,0.743
wheat,CN064,20010704,0.364
wheat,CN032,20010704,0.568
wheat,CN065,20010704,0.378
wheat,CN014,20010704,0.298
wheat,CN043,20010704,0.654
wheat,CN051,20010704,0.649
wheat,CN045,20010704,0.727
wheat,CN022,20010704,0.421
wheat,CN071,20010704,0.709
wheat,CN013,20010704,0.43
wheat,CN012,20010704,0.417
wheat,CN044,20010704,0.7
wheat,CN035,20010704,0.772
wheat,CN023,20010704,0.627
wheat,CN041,20010704,0.437
wheat,CN046,20010704,0.706
wheat,CN061,20010712,0.382
wheat,CN031,20010712,0.601
wheat,CN050,20010712,0.696
wheat,CN033,20010712,0.621
wheat,CN036,20010712,0.637
wheat,CN053,20010712,0.678
wheat,CN037,20010712,0.574
wheat,CN021,20010712,0.633
wheat,CN054,20010712,0.378
wheat,CN062,20010712,0.287
wheat,CN063,20010712,0.344
wheat,CN011,20010712,0.469
wheat,CN015,20010712,0.477
wheat,CN042,20010712,0.632
wheat,CN034,20010712,0.515
wheat,CN052,20010712,0.757
wheat,CN064,20010712,0.348
wheat,CN032,20010712,0.674
wheat,CN065,20010712,0.378
wheat,CN014,20010712,0.325
wheat,CN043,20010712,0.706
wheat,CN051,20010712,0.694
wheat,CN045,20010712,0.724
wheat,CN022,20010712,0.465
wheat,CN071,20010712,0.722
wheat,CN013,20010712,0.502
wheat,CN012,20010712,0.468
wheat,CN044,20010712,0.692
wheat,CN035,20010712,0.708
wheat,CN023,20010712,0.678
wheat,CN041,20010712,0.522
wheat,CN046,20010712,0.671
wheat,CN061,20010720,0.413
wheat,CN031,20010720,0.62
wheat,CN050,20010720,0.693
wheat,CN033,20010720,0.636
wheat,CN036,20010720,0.649
wheat,CN053,20010720,0.711
wheat,CN037,20010720,0.731
wheat,CN021,20010720,0.695
wheat,CN054,20010720,0.335
wheat,CN062,20010720,0.28
wheat,CN063,20010720,0.374
wheat,CN011,20010720,0.656
wheat,CN015,20010720,0.512
wheat,CN042,20010720,0.693
wheat,CN034,20010720,0.599
wheat,CN052,20010720,0.734
wheat,CN064,20010720,0.376
wheat,CN032,20010720,0.735
wheat,CN065,20010720,0.391
wheat,CN014,20010720,0.389
wheat,CN043,20010720,0.649
wheat,CN051,20010720,0.689
wheat,CN045,20010720,0.682
wheat,CN022,20010720,0.52
wheat,CN071,20010720,0.55
wheat,CN013,20010720,0.537
wheat,CN012,20010720,0.677
wheat,CN044,20010720,0.66
wheat,CN035,20010720,0.772
wheat,CN023,20010720,0.713
wheat,CN041,20010720,0.574
wheat,CN046,20010720,0.723
wheat,CN061,20010728,0.531
wheat,CN031,20010728,0.656
wheat,CN050,20010728,0.674
wheat,CN033,20010728,0.654
wheat,CN036,20010728,0.711
wheat,CN053,20010728,0.771
wheat,CN037,20010728,0.752
wheat,CN021,20010728,0.674
wheat,CN054,20010728,0.388
wheat,CN062,20010728,0.28
wheat,CN063,20010728,0.381
wheat,CN011,20010728,0.647
wheat,CN015,20010728,0.552
wheat,CN042,20010728,0.718
wheat,CN034,20010728,0.691
wheat,CN052,20010728,0.76
wheat,CN064,20010728,0.369
wheat,CN032,20010728,0.743
wheat,CN065,20010728,0.405
wheat,CN014,20010728,0.383
wheat,CN043,20010728,0.654
wheat,CN051,20010728,0.698
wheat,CN045,20010728,0.681
wheat,CN022,20010728,0.56
wheat,CN071,20010728,0.652
wheat,CN013,20010728,0.709
wheat,CN012,20010728,0.666
wheat,CN044,20010728,0.642
wheat,CN035,20010728,0.763
wheat,CN023,20010728,0.776
wheat,CN041,20010728,0.659
wheat,CN046,20010728,0.701
wheat,CN061,20010805,0.53
wheat,CN050,20010805,0.643
wheat,CN033,20010805,0.75
wheat,CN036,20010805,0.714
wheat,CN053,20010805,0.737
wheat,CN037,20010805,0.742
wheat,CN021,20010805,0.715
wheat,CN054,20010805,0.384
wheat,CN062,20010805,0.272
wheat,CN063,20010805,0.394
wheat,CN011,20010805,0.661
wheat,CN015,20010805,0.545
wheat,CN042,20010805,0.74
wheat,CN034,20010805,0.752
wheat,CN052,20010805,0.728
wheat,CN064,20010805,0.381
wheat,CN032,20010805,0.781
wheat,CN065,20010805,0.392
wheat,CN014,20010805,0.483
wheat,CN043,20010805,0.693
wheat,CN051,20010805,0.662
wheat,CN045,20010805,0.692
wheat,CN022,20010805,0.543
wheat,CN071,20010805,0.683
wheat,CN013,20010805,0.701
wheat,CN012,20010805,0.709
wheat,CN044,20010805,0.636
wheat,CN035,20010805,0.75
wheat,CN023,20010805,0.764
wheat,CN041,20010805,0.752
wheat,CN046,20010805,0.725
wheat,CN061,20010813,0.5
wheat,CN031,20010813,0.716
wheat,CN050,20010813,0.64
wheat,CN033,20010813,0.745
wheat,CN036,20010813,0.746
wheat,CN053,20010813,0.73
wheat,CN037,20010813,0.716
wheat,CN021,20010813,0.704
wheat,CN054,20010813,0.347
wheat,CN062,20010813,0.278
wheat,CN063,20010813,0.381
wheat,CN011,20010813,0.709
wheat,CN015,20010813,0.555
wheat,CN042,20010813,0.695
wheat,CN034,20010813,0.727
wheat,CN052,20010813,0.771
wheat,CN064,20010813,0.405
wheat,CN032,20010813,0.791
wheat,CN065,20010813,0.386
wheat,CN014,20010813,0.371
wheat,CN043,20010813,0.738
wheat,CN051,20010813,0.72
wheat,CN045,20010813,0.722
wheat,CN022,20010813,0.558
